precio_crc,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado,cluster_id_hc
14000000,4000.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,144841.0,GRIS,NEGRO,4,Alajuela,17.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
13000000,3000.0,SUV 4WD/AWD,7.0,Diesel,Manual,Excelente,147000.0,PLATEADO,BEIGE,5,Heredia,17.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0
13000000,4000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,241819.0,GRIS,NEGRO,5,San José,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
13000000,5300.0,SUV 4WD/AWD,8.0,Gasolina,Automática/Dual,Excelente,78000.0,BLANCO,BLANCO,5,San José,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,1.0
13100000,3000.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Bueno,200000.0,GRIS,NEGRO,4,San José,17.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
13500000,3600.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,202800.0,GRIS,NEGRO,5,San José,18.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,2.0
14500000,7200.0,Camión 5.0-7.5 ton.,3.0,Diesel,Manual,Excelente,500000.0,BLANCO,GRIS,2,San José,18.0,FREIGHTLINER,DESCONOCIDO,DESCONOCIDO,0.0004327131112072,0.0
14850000,2500.0,Hatchback,5.0,Gasolina,Manual,Excelente,89000.0,AZUL,NEGRO,4,Cartago,18.0,SUBARU,JAPON,DESCONOCIDO,0.003634790134141,0.0
15000000,4570.0,Camión 1.0-3.5 ton.,2.0,Gasolina,Manual,Excelente,111.0,BLANCO,GRIS,2,Alajuela,17.0,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919082,0.0
16500000,5700.0,SUV 2WD,8.0,Gasolina,Automática/Dual,Excelente,180246.0,NEGRO,BEIGE,5,Alajuela,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
17000000,7971.0,Camión 4.0-4.5 ton.,3.0,Diesel,Manual,Muy Bueno,242975.0,AZUL,GRIS,2,Alajuela,18.0,HINO,DESCONOCIDO,DESCONOCIDO,0.0016443098225876,0.0
19830300,5700.0,SUV 4WD/AWD,8.0,Gasolina,Automática/Dual,Excelente,108846.0,BLANCO,CUERO NEGRO,5,San José,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
20000000,4200.0,Pick Up 4WD,3.0,Diesel,Manual,Excelente,288369.0,GRIS,GRIS OSCURO,3,San José,17.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0
22500000,6200.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,16093.0,AMARILLO,NEGRO,5,Limón,18.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0
35000000,2400.0,Pick Up 4WD,5.0,Diesel,Manual,Excelente,240000.0,AZUL,NEGRO,4,Alajuela,17.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0
48500000,2000.0,SUV 2WD,5.0,Diesel,Automática/Dual,Excelente,81000.0,NEGRO,NEGRO,5,San José,18.0,KIA,COREA,GENERALISTA,0.0618779749026395,0.0
1700000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Regular,21100.0,CELESTE,CAFÉ,4,San José,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
1800000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,111.0,AZUL,GRIS,4,San José,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
2300000,1600.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,190000.0,AZUL,NEGRO,4,Alajuela,16.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0
2500000,1800.0,Sedán,4.0,Gasolina,Automática/Dual,Regular,209000.0,AZUL,GRIS,4,San José,16.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0
2500000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,1700.0,AZUL OSCURO,NEGRO,3,Alajuela,16.0,CITROEN,FRANCIA,DESCONOCIDO,0.0043271311120726,2.0
2750000,1400.0,Hatchback,5.0,Gasolina,Manual,Excelente,227000.0,GRIS,NEGRO,5,Cartago,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
2900000,1000.0,Sedán,5.0,Gasolina,Manual,Excelente,152000.0,BLANCO,GRIS,4,Alajuela,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
2900000,1400.0,Sedán,5.0,Gasolina,Manual,Excelente,121500.0,VERDE,GRIS,4,San José,16.0,FIAT,DESCONOCIDO,DESCONOCIDO,0.0043271311120726,0.0
2950000,1000.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,1.0,BLANCO,GRIS,5,San José,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3000000,1300.0,Hatchback,4.0,Gasolina,Manual,Muy Bueno,310000.0,NEGRO,NEGRO,4,Alajuela,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3100000,1000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,95600.0,CELESTE,GRIS,4,Cartago,16.0,DAEWOO,DESCONOCIDO,DESCONOCIDO,0.000778883600173,0.0
3100000,1000.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,130000.0,GRIS,GRIS,5,San José,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3100000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,147500.0,BLANCO,NEGRO,4,Alajuela,16.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0
3200000,1200.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,212000.0,DORADO,BEIGE,5,Cartago,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
3300000,1400.0,Pick Up 2WD,2.0,Gasolina,Manual,Muy Bueno,180000.0,BLANCO,AZUL,2,Alajuela,16.0,FIAT,DESCONOCIDO,DESCONOCIDO,0.0043271311120726,0.0
3500000,2000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,106000.0,GRIS,GRIS,4,San José,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3600000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,170000.0,AZUL,NEGRO,4,San José,16.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0
3700000,1500.0,Sedán,4.0,Gasolina,Manual,Excelente,160934.0,GRIS,GRIS,5,San José,16.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0
3300000,2500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,125000.0,CELESTE CLARO,NEGRO,4,San José,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
3300000,1600.0,Hatchback,5.0,Gasolina,Manual,Excelente,189500.0,BLANCO,GRIS,5,San José,16.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0
3400000,1000.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,144200.0,ESMERALDA,GRIS Y NEGRO,4,Alajuela,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3400000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,273588.0,AZUL,BEIGE,4,Heredia,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
3500000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,194000.0,VERDE PERLADO,GRIS NEGRO,5,San José,16.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
3500000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Bueno,370148.0,ROJO,GRIS,4,Cartago,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
3500000,1000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,180.0,CELESTE,NEGRO,4,Heredia,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3500000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,185000.0,GRIS,NEGRO,5,Alajuela,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3550000,1300.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,251050.0,GRIS,NEGRO,5,Cartago,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3600000,1328.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,172127.0,BLANCO,GRIS,4,Cartago,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
3750000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,167854.0,AZUL,GRIS,4,Cartago,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
3750000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,292900.0,NEGRO,GRIS,4,San José,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
3900000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,177027.0,GRIS PERLA,GRIS,4,Alajuela,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
4000000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,201000.0,PLATEADO,NEGRO,4,San José,16.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0
4175000,1500.0,Hatchback,5.0,Gasolina,Manual,Excelente,155441.0,GRIS,NEGRO-GRIS,2,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0
4250000,2500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,133487.0,GRIS,NEGRO,5,San José,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
3800000,1500.0,Hatchback,5.0,Gasolina,Manual,Bueno,364292.0,GRIS,GRIS,2,Limón,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0
3800000,2100.0,SUV 4WD/AWD,7.0,Diesel,Manual,Muy Bueno,237000.0,GRIS,NEGRO,4,Heredia,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,1.0
3850000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,214042.0,ROJO,BLANCO,4,Limón,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
3900000,1300.0,Hatchback,5.0,Gasolina,Manual,Bueno,187000.0,GRIS,NEGRO,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
3900000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,350000.0,NEGRO,NEGRO,4,Guanacaste,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4000000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,133575.0,GRIS,GRIS,5,Heredia,16.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
4000000,1300.0,Sedán,5.0,Gasolina,Manual,Excelente,178900.0,VINO,NEGRO Y GRIS,5,San José,16.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0
4100000,2000.0,Sedán,4.0,Gasolina,Automática/Dual,Excelente,5000.0,BLANCO,NEGRO,4,San José,16.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0
4200000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,240000.0,AZUL,NEGRO,5,Heredia,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4200000,2400.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,208000.0,GRIS,GRIS,4,Heredia,16.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0
4250000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,190000.0,AZUL,NEGRO,4,Cartago,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
4325000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,217000.0,BLANCO,GRIS,4,San José,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
4400000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,208282.0,GRIS,BEIGE,5,San José,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
4500000,2500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,225308.0,BLANCO,NEGRO,4,Alajuela,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4500000,1600.0,SUV 2WD,4.0,Gasolina,Manual,Excelente,148338.0,GRIS,GRIS,3,San José,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,0.0
4250000,3500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,100460.0,NEGRO,BEIGE / CUERO,4,San José,16.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0
4300000,2500.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Bueno,243000.0,GRIS,GRIS OSCURO,5,Limón,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
4375000,1800.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,139500.0,GRIS,NEGRO,5,Alajuela,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
4400000,1600.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,147000.0,GRIS,NEGRO,5,San José,16.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0
4400000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,184730.0,GRIS PLATA,GRIS CLARO,5,San José,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
4400000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Bueno,219208.0,AZUL,GRIS,4,Puntarenas,16.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0
4450000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,153209.0,GRIS,GRIS,4,Alajuela,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
4475000,3200.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,130000.0,GRIS,NEGRO,5,Cartago,16.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0
4500000,1600.0,Hatchback,5.0,Gasolina,Manual,Excelente,162000.0,GRIS,NEGRO,4,Heredia,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
4500000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,117000.0,GRIS,NEGRO,4,Cartago,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
4500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,170000.0,CHAMPAGNE,NEGRO,5,San José,16.0,SUBARU,JAPON,DESCONOCIDO,0.003634790134141,0.0
4800000,1500.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,268760.0,AZUL,NEGRO,2,Cartago,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0
4500000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,230369.0,GRIS RATÓN,NEGRO,4,Puntarenas,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4600000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,180600.0,GRIS,GRIS CLARO,5,Alajuela,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
4600000,3500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,229132.0,GRIS,NEGRO,5,Guanacaste,16.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0
4600000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,143000.0,NEGRO,BEIGE,4,San José,16.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0
4600000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,143000.0,NEGRO,BEIGE,4,San José,16.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0
4622100,1800.0,Hatchback,5.0,Gasolina,Manual,Excelente,274365.0,BLANCO,BEIGE,4,San José,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
4650000,1328.0,SUV 4WD/AWD,4.0,Gasolina,Manual,Excelente,192562.0,CHAMPAGNE,GRIS,3,Heredia,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,0.0
4700000,2400.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,213000.0,NEGRO,NEGRO,2,Puntarenas,16.0,KIA,COREA,GENERALISTA,0.0618779749026395,0.0
4700000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,113000.0,GRIS AZULADO,GRIS OSCURO,4,Heredia,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4721500,4000.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,149500.0,NEGRO,BEIGE,5,San José,16.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0
4800000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,145645.0,BLANCO,BEIS,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4800000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,192398.0,BLANCO,GRIS,4,Alajuela,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4800000,1500.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,135.0,BLANCO,NEGRO,3,Alajuela,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0
4800000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,238182.0,VERDE,NEGRO,4,Cartago,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4850000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,207000.0,GRIS,NEGRO,4,Alajuela,16.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
5000000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,168000.0,GRIS,GRIS,4,Heredia,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
4850000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,133575.0,CELESTE,NEGRO,4,Heredia,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4850000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,160934.0,GRIS,NEGRO,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4900000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,289681.0,AZUL,NEGRO,5,Alajuela,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4900000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,127000.0,AZUL,NEGRO,4,Alajuela,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
4965030,3500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,160000.0,PLATA,NEGRO,5,San José,16.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0
4970000,3700.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,116000.0,GRIS,GRIS,4,San José,16.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0
4975000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,154497.0,AZUL,GRIS,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5000000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,140000.0,NEGRO,GRIS,5,Limón,16.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
5000000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,155000.0,VINO,GRIS,5,Cartago,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5000000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Bueno,140000.0,GRIS,NEGRO,4,Heredia,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5000000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,278094.0,GRIS,GRIS,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5000000,3000.0,Camión 1.0-3.5 ton.,6.0,Diesel,Manual,Muy Bueno,140000.0,BLANCO,GRIS,4,Alajuela,16.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
5000000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,192342.0,AZUL,BEIGE,5,San José,16.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0
5300000,2500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,170590.0,NEGRO,GRIS/NEGRO,5,Heredia,16.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0
5100000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,270369.0,GRIS,NEGRO,5,Limón,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5100000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,174000.0,GRIS,NEGRO,4,Cartago,16.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
5100000,3500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,131000.0,NEGRO,CHAMPANGE,4,Alajuela,16.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0
5100000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,161684.0,VERDE,BEIGE,5,Heredia,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5150000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,138000.0,CELESTE,BEIGE,4,Alajuela,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5150000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,147184.0,NEGRO,NEGRO,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5175000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,205191.0,NEGRO,NEGRO,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5195000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,175418.0,AZUL,GRIS,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5200000,2300.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,116800.0,AZUL,NEGRO,4,Alajuela,16.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0
4900000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,188100.0,GRIS,GRIS CLARO,4,San José,16.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0
5200000,2500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,232078.0,GRIS,NEGRO,5,Cartago,16.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0
5200000,2000.0,SUV 2WD,5.0,Diesel,Automática/Dual,Bueno,76000.0,NEGRO,NEGRO,4,San José,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5250000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,220000.0,BLANCO,NEGRO,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5300000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,161000.0,BLANCO,NEGRO,4,Cartago,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5300000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,143000.0,NEGRO,GRIS,4,Puntarenas,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5350000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,105251.0,GRIS PERLA,GRIS,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5400000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,193121.0,NEGRO,GRIS,5,Alajuela,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5450000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,126172.0,NEGRO,BEIGE,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5300000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,240000.0,BLANCOS,NEGRO,5,San José,16.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0
5300000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,194045.0,GRIS,GRIS,5,San José,16.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0
5300000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,165762.0,ROJO CEREZA,NEGRO,4,Alajuela,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5300000,1496.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,79286.0,TURQUESA,GRIS,4,Cartago,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5300000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,207605.0,GRIS,GRIS,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5300000,1300.0,SUV 4WD/AWD,4.0,Gasolina,Manual,Muy Bueno,192000.0,BLANCO,GRIS,3,San José,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,0.0
5350000,1995.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,136000.0,BLANCO,NEGRO,5,Heredia,16.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0
5350000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,386242.0,GRIS OSCURO,GRIS CLARO,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5350000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,143231.0,BLANCO,GRIS,4,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5400000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,100832.0,GRIS,BEIGE,5,San José,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5450000,2400.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,179000.0,BLANCO,GRIS,4,Limón,16.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5500000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,152000.0,NEGRO,NEGRO,5,Alajuela,16.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0
5500000,2500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,172759.0,ROJO,BEIGE,5,Heredia,16.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5600000,3700.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,230919.0,PLATEADO,NEGRO,4,Alajuela,16.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0
5500000,2400.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,183000.0,GRIS OSCURO,NEGRO,5,Heredia,16.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
