marca,modelo,precio_crc,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado,cluster_id_hc,cluster
Daihatsu,SIRION,2200000,1200.0,Hatchback,5.0,Gasolina,Manual,Bueno,193000.0,GRIS,GRIS Y NEGRO,5,San José,18.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Chevrolet,SPARK,2200000,800.0,Hatchback,5.0,Gasolina,Manual,Excelente,289198.0,AZUL,GIS CON NEGRO,4,Heredia,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Chevrolet,SPARK,2250000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,142000.0,CELETE,GRIS,5,Heredia,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Hyundai,ACCENT,2250000,1600.0,Hatchback,5.0,Gasolina,Manual,Bueno,155000.0,AZUL,NEGRO,2,Alajuela,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,0.0,Premium
Suzuki,ALTO,2300000,800.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,163000.0,CHAMPAGNE,GRIS,5,Alajuela,17.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Daewoo,MATIZ,2300000,800.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,115867.0,GRIS,GRIS,4,San José,18.0,DAEWOO,DESCONOCIDO,DESCONOCIDO,0.000778883600173,0.0,Premium
Renault,MEGANE,2300000,1598.0,Sedán,5.0,Gasolina,Manual,Bueno,220000.0,BEIGE,NEGRO,5,San José,18.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0,Premium
Suzuki,SX4,2300000,1600.0,Hatchback,5.0,Gasolina,Manual,Bueno,220000.0,GRIS,NEGRO,5,Alajuela,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Chevrolet,SPARK,2350000,800.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,137000.0,AZUL,GRIS,5,Cartago,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Suzuki,ALTO,2350000,800.0,Sedán,4.0,Gasolina,Manual,Muy Bueno,261000.0,AZUL,GRIS,5,San José,17.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Chevrolet,SPARK,2350000,1000.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,2000.0,NEGRO,GRIS,4,Alajuela,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Chevrolet,OPTRA,2400000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,170000.0,CELESTE,GRIS,4,San José,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Kia,CERATO,2500000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,213000.0,AZUL,GRIS,4,Heredia,18.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Nissan,MICRA,2500000,1400.0,Hatchback,5.0,Gasolina,Manual,Bueno,355000.0,GRIS TOPO,GRIS TOPO,5,Guanacaste,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,PLATINA,2600000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,101000.0,CHAMPAGNE,GRIS,4,Cartago,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Volkswagen,JETTA,2600000,2000.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,213000.0,GRIS OSCURO,NEGRO,5,Cartago,18.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0,Premium
Chevrolet,AVEO,2700000,1500.0,Sedán,5.0,Gasolina,Manual,Bueno,180000.0,PLATEADO,GRIS OSCURO,5,Cartago,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Nissan,ALMERA,2500000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,220000.0,PLATEADO,GRIS,4,Cartago,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Peugeot,PARTNER,2500000,1900.0,Pánel,2.0,Diesel,Manual,Muy Bueno,177000.0,BLANCO,NEGRO,3,San José,18.0,PEUGEOT,FRANCIA,DESCONOCIDO,0.0051925573344872,0.0,Premium
Suzuki,ALTO,2500000,800.0,Hatchback,5.0,Gasolina,Manual,Excelente,122000.0,AZUL,GRIS,5,San José,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Chevrolet,SPARK,2600000,800.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,144000.0,NEGRO,GRIS,5,Guanacaste,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Chevrolet,OPTRA,2600000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,210464.0,NEGRO,GRIS,5,San José,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Chevrolet,AVEO,2695000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,182000.0,BLANCO,NEGRO,4,Cartago,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Kia,RIO,2700000,1600.0,Sedán,5.0,Gasolina,Manual,Bueno,207000.0,GRIS,NEGRO,4,Alajuela,17.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Nissan,SENTRA,2700000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,192000.0,VERDE CLARO,GRIS,4,San José,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Daihatsu,SIRION,2700000,1300.0,Hatchback,5.0,Gasolina,Manual,Excelente,105000.0,CELESTE,NOGRO GRIS,5,Alajuela,17.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Nissan,PLATINA,2700000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,208000.0,CHAMPANE,NEGRO,4,Limón,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,VERSA,2700000,1800.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,305775.0,AZUL,GRIS,5,Limón,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Fiat,500,2700000,1200.0,Hatchback,4.0,Gasolina,Manual,Muy Bueno,160000.0,CAFE,NEGRO,2,Heredia,17.0,FIAT,DESCONOCIDO,DESCONOCIDO,0.0043271311120726,0.0,Premium
Fiat,PALIO ADVENTURE,2750000,1800.0,Station Wagon,5.0,Gasolina,Manual,Excelente,119000.0,BLANCO,GRIS,5,San José,18.0,FIAT,DESCONOCIDO,DESCONOCIDO,0.0043271311120726,0.0,Premium
Volkswagen,JETTA,2750000,2000.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,201000.0,GRIS,GRIS NEGRO,4,Puntarenas,17.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0,Premium
Hyundai,GETZ,2790000,1600.0,Hatchback,4.0,Gasolina,Manual,Excelente,289000.0,GRIZ,NEGRO,5,Alajuela,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Peugeot,207,2795000,1600.0,Hatchback,5.0,Gasolina,Manual,Excelente,131800.0,NEGRO,NEGRO,4,Alajuela,18.0,PEUGEOT,FRANCIA,DESCONOCIDO,0.0051925573344872,0.0,Premium
Chevrolet,OPTRA,2800000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,195000.0,AZUL,GRIS,4,Cartago,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Hyundai,GETZ,2800000,1400.0,Hatchback,5.0,Gasolina,Manual,Bueno,325000.0,GRIS,NEGRO,4,San José,17.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,ALMERA,2800000,1597.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,281000.0,DORADO,NEGRO,5,Cartago,17.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,MICRA,2800000,1400.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,140000.0,DORADO,GRIS,5,Heredia,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,COROLLA,2800000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,400000.0,ROJO,GRIS,4,Guanacaste,17.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Chevrolet,SPACK,2850000,1000.0,Sedán,5.0,Gasolina,Manual,Excelente,126400.0,NEGRO,GRIS,4,San José,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Chevrolet,AVEO,2890000,1500.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,181000.0,BLANCO,NEGRO,5,San José,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Chevrolet,AVEO LS,2900000,1500.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,110000.0,MORADO,NEGRO,4,Guanacaste,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Chevrolet,SPARK,2900000,1000.0,Sedán,5.0,Gasolina,Manual,Excelente,383828.0,AZUL,NEGRO,5,Heredia,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Ford,ESCAPE,2900000,2500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Bueno,145000.0,ROJO,GRIS,5,Heredia,17.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0,Muy_usados_kilometreados
Kia,SORENTO,2900000,2500.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Bueno,282000.0,AZUL,NEGRO,5,Alajuela,18.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Chevrolet,OPTRA,2950000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,226000.0,AZUL,NEGRO,5,Alajuela,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Suzuki,4 X 4,2900000,2000.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,160.0,GRIS,NEGRO,4,Guanacaste,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Chevrolet,SPARK LITE,2950000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,132000.0,BLANCO,GRIS,4,San José,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Mazda,3,2970000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,224000.0,NEGRO,NEGRO,4,Alajuela,18.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0,Muy_usados_kilometreados
Hyundai,ACCENT GLS,3000000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,264000.0,GRIS,GRIS,4,Alajuela,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Honda,CIVIC HIBRID,3000000,1300.0,Sedán,5.0,Híbrido,Automática/Dual,Excelente,190000.0,GRIS,CAFE,4,Heredia,17.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Nissan,PLATINA,3000000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,301000.0,VERDE,NEGRO,4,Cartago,17.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Ford,ECOSPORT,3000000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,182000.0,GRIS,GRIS,5,San José,18.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0,Muy_usados_kilometreados
Mazda,3,3000000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,200000.0,CELESTE,NEGRO,4,San José,18.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0,Muy_usados_kilometreados
Ford,ECOSPORT,3000000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Bueno,128000.0,BLANCO,GRIS,5,San José,17.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0,Muy_usados_kilometreados
Hyundai,ACCENT,3000000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,204866.0,GRIS,BLANCO/NEGRO,4,Guanacaste,17.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Ford,ECOSPORT,3000000,20000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,186000.0,BLANCO,NEGRO,5,Cartago,18.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
Volkswagen,POLO,3100000,1400.0,Hatchback,5.0,Gasolina,Manual,Excelente,144000.0,VINO,NEGRO,4,Heredia,18.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0,Premium
Kia,RIO,3100000,1600.0,Sedán,5.0,Híbrido,Automática/Dual,Excelente,164750.0,CELESTE,GRIS,4,San José,18.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Nissan,ALMERA,3100000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,183500.0,CRIS,CRIS,4,San José,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Renault,MEGANNE 2,3100000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,198000.0,GRIS,GRIS,4,Guanacaste,18.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0,Premium
Mitsubishi,LANCER,3200000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,220000.0,NEGRO,GRIS,4,Heredia,18.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Daihatsu,SIRION,3200000,1300.0,Hatchback,5.0,Gasolina,Manual,Excelente,279000.0,GRIS,NEGRO,5,Alajuela,18.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Mazda,3,3200000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,198890.0,DORADO,NEGRO,4,Heredia,18.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0,Muy_usados_kilometreados
Toyota,COROLLA,3200000,1800.0,Sedán,5.0,Híbrido,Automática/Dual,Regular,209214.0,GRIS,BEIGE,5,Alajuela,17.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Chevrolet,AVEO,3200000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,167000.0,NEGRO PERLADO,GRIS,4,San José,18.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Hyundai,I10,3250000,1100.0,Hatchback,5.0,Gasolina,Manual,Excelente,220000.0,GRIS,GRIS,5,San José,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Mitsubishi,LANCER GLX,3300000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,231000.0,CHAMPAGNE,GRIS,4,San José,18.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Hyundai,I30,3300000,2000.0,Hatchback,5.0,Gasolina,Manual,Bueno,165000.0,GRIS,NEGRO,5,San José,17.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Mitsubishi,LANCER GLX,3300000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,167000.0,PLATEADO,GRIS,4,San José,18.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Hyundai,ACCENT,3300000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,188293.0,GRIS,GRIS,4,Cartago,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,3300000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,150000.0,CELESTE,GRIS,5,Alajuela,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Mitsubishi,LANCER GLX,3350000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,160400.0,NEGRO,GRIS,4,San José,18.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Suzuki,SWIFT,3350000,1500.0,Hatchback,5.0,Gasolina,Manual,Bueno,175328.0,NEGRO,NEGTO,4,San José,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,ACCENT,3400000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,241401.0,NEGRO,GRIS,4,Heredia,17.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Mitsubishi,ZINGER,3400000,2400.0,SUV 2WD,7.0,Gasolina,Automática/Dual,Muy Bueno,222000.0,GRIS,BIEGE/AZUL,5,San José,18.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,1.0,Familiares_potentes
Hyundai,ELANTRA,3400000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,318649.0,GRIS,BEIGE,4,Alajuela,17.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Volkswagen,JETTA CONFORTLINE,3500000,1800.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,178000.0,GRIS,NEGRO,4,Alajuela,18.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0,Premium
Nissan,TIIDA,3500000,1600.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,264000.0,MORADO,BEIGE,4,San José,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,YARIS,3500000,1500.0,Hatchback,4.0,Gasolina,Manual,Excelente,193121.0,NEGRO,NEGRO,2,San José,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0,Premium
Volvo,S60,3500000,2400.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,21887.0,AZUL OSCURO,BEIGE,5,Alajuela,18.0,VOLVO,DESCONOCIDO,DESCONOCIDO,0.0061445261791432,0.0,Premium
Mazda,CX7,3500000,2400.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,185000.0,NEGRO,BEIGE,5,San José,17.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0,Muy_usados_kilometreados
Mazda,5,3500000,1800.0,Station Wagon,7.0,Gasolina,Manual,Bueno,187496.0,GRIS,NEGRO,5,Heredia,18.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,1.0,Familiares_potentes
Suzuki,SX4,3500000,2000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,127000.0,GRIS,NEGRO,5,Alajuela,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,SX4,3500000,1600.0,Hatchback,5.0,Gasolina,Automática/Dual,Muy Bueno,197000.0,GRIS,NEGRO,5,San José,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Kia,RIO,3500000,1400.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,77000.0,AZUL,GRIS,4,San José,17.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Toyota,YARIS,3500000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,321868.0,PLATA,NEGRO,5,San José,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Nissan,ALMERA,3503850,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,135000.0,DORADO,NEGRO,4,Heredia,17.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,I10,3550000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,136000.0,GRIS,NEGRO,5,Alajuela,17.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,ELANTRA,3600000,2000.0,Sedán,5.0,Híbrido,Manual,Excelente,299337.0,GRIS,GRIS,4,San José,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,VERSA,3600000,1800.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,170039.0,AZUL,NEGRO,5,Alajuela,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,VERSA,3700000,1800.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,220480.0,GRIS,NEGRO,5,Cartago,17.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Chevrolet,OPTRA,3600000,1600.0,Hatchback,5.0,Híbrido,Manual,Excelente,170230.0,GRIS,GRIS,5,San José,17.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Toyota,COROLLA,3600000,1800.0,Sedán,5.0,Gasolina,Manual,Excelente,400.0,GRIS,GRIS,4,Alajuela,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Mitsubishi,LANCER GLX,3600000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,138000.0,PLATEADO,GRIS,5,Heredia,18.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Toyota,YARIS,3600000,1300.0,Hatchback,5.0,Gasolina,Manual,Excelente,187000.0,GRIS,NEGRO,5,Puntarenas,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Suzuki,SWIFT,3600000,1328.0,Hatchback,5.0,Gasolina,Manual,Excelente,203000.0,GRIS,NEGRO,4,San José,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Toyota,YARIS,3635000,1500.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,194521.0,GRIS,NEGRO/GRIS,3,Alajuela,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0,Premium
Hyundai,ELANTRA,3650000,2000.0,Sedán,5.0,Gasolina,Manual,Excelente,178637.0,BLANCO,BEIGE,4,Heredia,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Suzuki,SWIFT,3650000,1300.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,196000.0,NEGRO,NEGRO Y GRIS,4,San José,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,ACCENT,3650000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,151278.0,ROJO,GRIS,4,San José,17.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Toyota,YARIS,3675000,1500.0,Hatchback,5.0,Gasolina,Manual,Excelente,233833.0,GRIS NEGRO,BEIGE,4,Alajuela,17.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Mitsubishi,LANCER,3700000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,180000.0,NEGRO,GRIS,4,Cartago,17.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Nissan,TIIDA,3700000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,200895.0,DORADO,HUESO,4,San José,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,TUCSON GL,3700000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,200000.0,BEIGE,GRIS,5,San José,17.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Suzuki,JIMNY,3727500,1329.0,Sedán,5.0,Gasolina,Manual,Excelente,207874.0,GRIS,GRIS,2,Puntarenas,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,0.0,Premium
Suzuki,SX4,3850000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,156589.0,NARANJA,GRIS,5,San José,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,ACCENT,3749000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,148059.0,BLANCO,GRIS,5,Cartago,18.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,TIIDA,3750000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,145000.0,GRIS,BEIGE,4,Heredia,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Subaru,IMPREZA,3750000,1500.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,303200.0,NEGRO,GRIS,4,Heredia,17.0,SUBARU,JAPON,DESCONOCIDO,0.003634790134141,0.0,Premium
Nissan,TIIDA,3750000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,190000.0,ORO-DORADO,BEIGE,5,San José,18.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,YARIS,3750000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,254087.0,NEGRO,GRIS,4,Guanacaste,18.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,3750000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,218399.0,BLANCO,GRIS,5,Heredia,17.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Suzuki,SWIFT,3800000,1328.0,Hatchback,5.0,Gasolina,Manual,Excelente,220000.0,BLANCO PERLADO,GRIS CLARO,4,Heredia,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,SX4,3800000,1600.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,190000.0,NEGRO,NEGRO,4,Heredia,17.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,SX4,3800000,1600.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,342444.0,GRIS,GIS,4,Limón,18.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Honda,CIVIC EX,3800000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,183000.0,AZUL,GRIS,2,San José,18.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,0.0,Premium
