marca,modelo,precio_crc,precio_usd,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,impuestos_pagados,precio_negociable,recibe_vehiculo,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado
Hyundai,TUCSON,8300000,16700,2000,SUV 2WD,5,Diesel,Manual,Excelente,70000,PLATA,NEGRO,4,SI,NO,NO,San José,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Hyundai,TUCSON,8200000,16499,2000,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,71500,BLANCO,NEGRO,5,SI,SI,NO,Heredia,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Kia,SORENTO,8200000,16499,2400,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,140000,PLATEADO,NEGRO,5,SI,SI,SI,Heredia,11,KIA,COREA,GENERALISTA,0.0618779749026396
Hyundai,SANTA FE,8200000,16499,2400,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,119000,BLANCO,NEGRO,5,SI,SI,NO,San José,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Kia,SPORTAGE,8200000,16499,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Muy Bueno,141000,AZUL,NEGRO-GRIS,4,SI,SI,NO,Alajuela,11,KIA,COREA,GENERALISTA,0.0618779749026396
Hyundai,TUCSON,8200000,16499,2000,SUV 2WD,5,Diesel,Automática/Dual,Excelente,62800,GRIS,NEGRO,5,SI,SI,NO,San José,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Audi,Q5,8200500,16500,1968,SUV 4WD/AWD,4,Diesel,Automática/Dual,Excelente,125776,GRIS,No indica,4,SI,NO,SI,San José,11,AUDI,ALEMANIA,PREMIUM,0.0217221981826049
Nissan,XTRAIL LIMITED,8250000,16600,2500,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,80000,GRIS,NEGRO,4,SI,SI,SI,Heredia,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Hyundai,TUCSON,8250000,16600,2000,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,110100,NEGRO,NEGRO,5,SI,SI,NO,Heredia,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Nissan,XTRAIL,8250000,16600,2500,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,131840,NEGRO,NEGRO,5,SI,SI,NO,Alajuela,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Toyota,COROLLA SPORT,8250000,16600,1800,Sedán,5,Gasolina,Automática/Dual,Excelente,207605,BLANCO,NEGRO,5,SI,SI,NO,San José,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Kia,OPTIMA PLATINO,8450000,17002,2400,Sedán,5,Gasolina,Automática/Dual,Excelente,80000,GRIS OSCURO,NEGRO,4,SI,SI,NO,San José,11,KIA,COREA,GENERALISTA,0.0618779749026396
Nissan,PATHFINDER,8450000,17002,3500,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,130500,GRIS,NEGRO,5,SI,SI,NO,Alajuela,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Honda,CRV I-VTEC,8499990,17103,2400,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,153250,BLANCO,GRIS,4,SI,NO,SI,Heredia,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
Chevrolet,CAPTIVA,8498700,17100,2200,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,77801,BLANCO,,5,SI,NO,NO,Cartago,11,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Kia,SORENTO,8500000,17103,2200,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,130000,GRIS,NEGRO,5,SI,NO,NO,Heredia,11,KIA,COREA,GENERALISTA,0.0618779749026396
Mazda,3,8500000,17103,2000,Sedán,5,Gasolina,Automática/Dual,Excelente,127900,NEGRO,NEGRO,4,SI,SI,NO,San José,11,MAZDA,JAPON,GENERALISTA,0.0108178277801817
Nissan,XTRAIL,8500000,17103,2500,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Muy Bueno,164000,AZUL,NEGRO,4,SI,SI,NO,Alajuela,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Kia,SPORTAGE,8500000,17103,2000,SUV 2WD,5,Diesel,Automática/Dual,Excelente,95310,BLANCO,NEGRO,4,SI,NO,NO,Alajuela,11,KIA,COREA,GENERALISTA,0.0618779749026396
Toyota,RAV4,8500000,17103,2400,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,213283,GRIS,NEGROBHJ,4,SI,SI,NO,Alajuela,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,RAV4,8500000,17103,2500,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,219000,GRIS,GRIS,5,SI,NO,NO,Heredia,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Hyundai,TUCSON LIMITED,8500000,17103,2000,SUV 2WD,5,Diesel,Automática/Dual,Excelente,50000,BLANCO,NEGRO,4,SI,SI,SI,San José,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Suzuki,GRAND VITARA,8500000,17103,2400,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,200000,BLANCO,NEGRO,5,SI,SI,NO,Alajuela,11,SUZUKI,JAPON,GENERALISTA,0.0688879273041973
Audi,Q5,8500000,17103,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Muy Bueno,160000,AZUL,GRIS,5,SI,SI,NO,San José,11,AUDI,ALEMANIA,PREMIUM,0.0217221981826049
Chevrolet,TRAVERSE,8500000,17103,3500,SUV 2WD,7,Gasolina,Automática/Dual,Muy Bueno,95000,BLANCO,NEGRO,4,SI,NO,NO,Heredia,11,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Toyota,COROLLA,8500000,17103,1800,Sedán,5,Gasolina,Automática/Dual,Excelente,161071,BLANCO,BEIS,5,SI,SI,NO,Heredia,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Hyundai,PORTER,8750000,17606,2500,Camión 1.0-3.5 ton.,5,Diesel,Manual,Excelente,155000,AZUL,GRIS,4,SI,SI,SI,Alajuela,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Audi,Q7,8800000,17706,3000,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,153300,BLANCO,CHAMPAGNE,5,SI,SI,SI,Heredia,11,AUDI,ALEMANIA,PREMIUM,0.0217221981826049
Toyota,RAV4,8500000,17103,2500,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,106000,BLANCO,NEGRO,5,SI,SI,NO,Heredia,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Hyundai,TUCSON,8500000,17103,2000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,52244,GRIS PLATA,NEGRO,5,SI,SI,NO,San José,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Hyundai,TUCSON,8500000,17103,2000,SUV 2WD,5,Diesel,Automática/Dual,Excelente,53764,BLANCO,NEGRO,4,SI,NO,NO,Alajuela,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Hyundai,SANTA FE,8600000,17304,2400,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,60700,GRIS,GRIS,5,SI,NO,NO,San José,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Nissan,QASHQAI,8600000,17304,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,109000,NEGRO,NEGRO,5,SI,SI,NO,San José,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Nissan,QASHQAI,8647800,17400,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,139404,GRIS,GRIS,4,SI,NO,NO,San José,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Mazda,CX5,8650000,17404,2000,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,123000,BLANCO,NEGRO,5,SI,SI,NO,Guanacaste,11,MAZDA,JAPON,GENERALISTA,0.0108178277801817
Mazda,CX5,8650000,17404,2000,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,60000,AZUL,NEGRO,5,SI,SI,NO,San José,11,MAZDA,JAPON,GENERALISTA,0.0108178277801817
BMW,328I,8700000,17505,2000,Sedán,5,Gasolina,Automática/Dual,Excelente,119091,NEGRO,NEGRO,4,SI,SI,NO,San José,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Honda,PILOT LX,8700000,17505,3471,SUV 2WD,8,Gasolina,Automática/Dual,Excelente,119450,GRIS PLATA,NEGRO,5,NO,SI,NO,Alajuela,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
Toyota,RAV4,8800000,17706,2500,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,94951,GRIS,GRIS,4,SI,NO,NO,Alajuela,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,RAV4,8800000,17706,2500,SUV 2WD,5,Gasolina,Automática/Dual,Muy Bueno,210824,ROJO,GRIS,4,SI,SI,NO,Cartago,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Nissan,PATHFINDER,8896300,17900,3500,SUV 4WD/AWD,4,Gasolina,Automática/Dual,Excelente,158891,AZUL,No indica,4,SI,NO,SI,San José,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Toyota,RAV4,8950000,18008,2500,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,100000,GRIS,GRIS,5,SI,SI,NO,San José,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Hyundai,TUCSON GLS,8975000,18058,2000,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,173682,NEGRO,NEGRO,5,SI,SI,SI,Guanacaste,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Toyota,RAV4 LE,9000000,18109,2400,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,240255,PLATEADO,NEGRO,5,SI,SI,SI,Alajuela,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mercedes,Benz C180,9070250,18250,1600,Sedán,5,Gasolina,Automática/Dual,Excelente,88500,BLANCO,BEIGE-NEGRO,4,SI,SI,NO,San José,11,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Honda,CRV,8896300,17900,2354,SUV 2WD,4,Gasolina,Automática/Dual,Excelente,90342,BLANCO,No indica,4,SI,NO,SI,San José,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
BMW,X3 XDRIVE,8900000,17907,2000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,75100,BLANCO,NEGRO,5,SI,SI,NO,San José,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Honda,CRV EX,8900000,17907,2400,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,101000,AZUL,GRIS,4,SI,SI,NO,Alajuela,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
BMW,316,8950000,18008,1600,Sedán,5,Gasolina,Automática/Dual,Muy Bueno,64000,GRIS,NEGRO,4,SI,SI,SI,San José,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Ford,EXPLORER SPORT,8990000,18089,3500,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,136794,NEGRO,NEGRO,5,SI,SI,NO,Alajuela,11,FORD,USA,GENERALISTA,0.0259627866724362
Mercedes,Benz CLA250,8999990,18109,2000,Sedán,5,Gasolina,Automática/Dual,Excelente,254276,BLANCO,NEGRO,4,SI,NO,NO,San José,11,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Isuzu,QKR,9000000,18109,2800,Camión 1.0-3.5 ton.,3,Diesel,Manual,Excelente,85120,BLANCO,GRIS,2,SI,SI,NO,Cartago,11,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919083
Hyundai,GRAN STAREX,9000000,18109,2500,Microbús/Minivan,10,Diesel,Manual,Excelente,66000,GRIS OSCURO,BEIGE,5,SI,SI,NO,San José,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
BMW,316I,9000000,18109,1600,Sedán,5,Gasolina,Automática/Dual,Excelente,81000,GRIS,NEGRO,5,SI,SI,SI,Cartago,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Kia,SORENTO,9000000,18109,2400,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,152000,GRIS OSCURO,NEGRO,5,SI,SI,NO,Cartago,11,KIA,COREA,GENERALISTA,0.0618779749026396
Honda,CRV EX,9000000,18109,2400,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,93338,AZUL,GRIS,5,SI,SI,SI,San José,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
Mitsubishi,MONTERO SPORT,9250000,18612,2500,SUV 2WD,7,Diesel,Manual,Excelente,167000,BLANCO,GRIS,4,SI,NO,NO,San José,11,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
Toyota,RAV4,9500000,19115,2500,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,97140,GRIS,NEGRO,5,SI,SI,NO,San José,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Isuzu,QKR,9500000,19115,2800,Camión 1.0-3.5 ton.,3,Diesel,Manual,Bueno,215000,BLANCO,GRIS,2,SI,SI,NO,San José,11,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919083
Mitsubishi,SPORT,9144800,18400,2500,SUV 2WD,7,Diesel,Manual,Excelente,135643,PLATEDO,GRIS,4,SI,NO,NO,San José,11,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
Mercedes,Benz C180,9150000,18410,1600,Sedán,5,Gasolina,Automática/Dual,Excelente,85000,PLATEADO,BEIGE,5,NO,SI,NO,San José,11,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Toyota,RAV4,9150000,18410,2500,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,79700,GRIS,NEGRO,5,SI,SI,SI,Alajuela,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Honda,CRV,9150000,18410,2400,SUV 2WD,5,Gasolina,Automática/Dual,Muy Bueno,144000,BLANCO,NEGRO,4,SI,SI,NO,Alajuela,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
Mercedes,Benz C180,9194500,18500,1600,Sedán,5,Gasolina,Automática/Dual,Excelente,75200,BLANCO,NEGRO,5,SI,SI,NO,San José,11,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Honda,CRV,9200000,18511,2400,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,103392,CAFÉ,GRIS,4,SI,SI,NO,San José,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
Subaru,FORESTER,9200000,18511,2500,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,141000,GRIS,NEGRO,5,SI,SI,NO,Cartago,11,SUBARU,JAPON,DESCONOCIDO,0.00363479013414106
Nissan,FRONTIER,9300000,18712,2500,Pick Up 2WD,4,Gasolina,Automática/Dual,Excelente,163000,BLANCO,GRIS,4,SI,SI,SI,Cartago,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Toyota,RAV4,9400000,18913,2500,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,135759,CAFÉ OSCURO,BEIGE,4,SI,SI,NO,San José,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mitsubishi,MONTERO SPORT,9500000,19115,2500,SUV 2WD,7,Diesel,Manual,Excelente,190000,NEGRO,NEGRO,5,SI,NO,NO,Guanacaste,11,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
Toyota,RAV4,9500000,19115,2500,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,203000,PLATEADO,NEGRO,4,SI,SI,SI,Cartago,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,RAV4,9500000,19115,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,170000,PLATEADO,NEGRO,5,SI,SI,NO,San José,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mercedes,Benz C180,9500000,19115,1800,Sedán,5,Gasolina,Automática/Dual,Excelente,99800,NEGRO,BEIGE,4,SI,SI,NO,San José,11,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Toyota,RAV4 XLE,9650000,19416,2400,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,144841,GRIS,NEGRO,5,SI,SI,NO,Alajuela,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Honda,CRV,9875000,19869,2400,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,134184,AZUL,GRIS-NEGRO,4,SI,SI,SI,Guanacaste,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
Toyota,RAV4,9500000,19115,2500,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,138403,AZUL,NEGRO,5,SI,NO,SI,Alajuela,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,RAV4,9500000,19115,2500,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,117000,BLANCO,NEGRO,4,SI,SI,NO,Cartago,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Audi,Q7,9691500,19500,3000,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,127351,GRIS,NEGRO,4,SI,NO,SI,San José,11,AUDI,ALEMANIA,PREMIUM,0.0217221981826049
Hyundai,SANTA FE,9716350,19550,2400,SUV 4WD/AWD,5,Gasolina,Manual,Muy Bueno,127500,AZUL,NEGRO,5,SI,NO,NO,San José,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Toyota,RAV4,9750000,19618,2500,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,103000,CAFÉ,BEIGE,5,SI,SI,NO,San José,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,TACOMA,9775000,19668,2700,Pick Up 2WD,2,Gasolina,Automática/Dual,Excelente,155449,BLANCO,GRIS,4,SI,NO,SI,San José,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,RAV4,9795000,19708,2500,SUV 2WD,5,Gasolina,Manual,Excelente,67000,PLATA,NEGRO,5,SI,SI,NO,San José,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Dodge/RAM,DURANGO,9840600,19800,3600,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,98000,GRIS,TELA NEGRO,5,SI,SI,SI,San José,11,DODGE,USA,DESCONOCIDO,0.0077022933794894
Hyundai,GRAND STAREX,9875000,19869,2500,Microbús/Minivan,10,Diesel,Automática/Dual,Excelente,98700,GRIS PLATA,GRIS,5,SI,NO,NO,Alajuela,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
BMW,420,9890300,19900,2000,Sedán,5,Gasolina,Automática/Dual,Excelente,68700,AZUL,NEGRO CUERO,4,SI,SI,SI,San José,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Mitsubishi,MONTERO SPORT,9900000,19920,2477,SUV 2WD,7,Diesel,Manual,Excelente,118000,PLATEADO,NEGRO,5,SI,NO,SI,Heredia,11,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
Volkswagen,AMAROK,9950000,20020,2000,Pick Up 4WD,5,Diesel,Manual,Excelente,153000,BLANCO,GRIS,4,SI,SI,SI,Alajuela,11,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
BMW,X3,10285000,20694,2000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,167000,GRIS,NEGRO,4,SI,SI,NO,Alajuela,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
BMW,420 GRAND COUPE SPORT,10300000,20724,2000,Sedán,5,Diesel,Automática/Dual,Excelente,50500,BLANCO,NEGRO,2,SI,NO,NO,San José,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Mitsubishi,MONTERO SPORT,10300000,20724,2500,SUV 2WD,7,Diesel,Manual,Excelente,92000,AZUL,NEGRO,4,SI,NO,NO,San José,11,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
Lexus,ES350,10450000,21026,3500,Sedán,5,Gasolina,Automática/Dual,Excelente,88,GRIS PLATEADO,NEGRO,4,SI,NO,NO,San José,11,LEXUS,JAPON,PREMIUM,0.00571181306793596
Hyundai,GRAND STAREX,10000000,20121,2500,Microbús/Minivan,10,Diesel,Automática/Dual,Excelente,172000,GRIS PLATA,GRIS,5,SI,SI,NO,Alajuela,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Hyundai,H1,10000000,20121,2500,Microbús/Minivan,10,Diesel,Manual,Excelente,193000,CAFE,BEIGE,4,SI,SI,NO,Alajuela,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Mercedes,Benz CLA200,10000000,20121,1600,Sedán,5,Gasolina,Automática/Dual,Muy Bueno,102000,PLATEADO,NEGRO Y ROJO,5,SI,SI,NO,Puntarenas,11,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Toyota,RAV4,10000000,20121,2500,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,146000,GRIS RATON,NEGRO,5,SI,SI,NO,Cartago,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Kia,CARNIVAL,10250000,20624,2200,Microbús/Minivan,10,Diesel,Automática/Dual,Excelente,68000,GRIS PLATA,BEIGE,5,SI,NO,SI,San José,11,KIA,COREA,GENERALISTA,0.0618779749026396
Hyundai,H1,10437000,21000,2015,Microbús/Minivan,10,Gasolina,Automática/Dual,Excelente,,BLANCO,BEIGE,2,SI,NO,NO,Heredia,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Toyota,RAV4,10500000,21127,2500,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,146000,GRIS RATON,NEGRO,5,SI,SI,NO,Cartago,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Audi,Q7 30TDI QUATTRO,10500000,21127,3000,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,159000,CAFE,BEIGE,5,SI,SI,NO,Heredia,11,AUDI,ALEMANIA,PREMIUM,0.0217221981826049
Honda,CRV,10500000,21127,2400,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Muy Bueno,90000,BLANCO,NEGRO,5,SI,SI,NO,San José,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
BMW,420 GRAN COUPE,10500000,21127,2000,Sedán,5,Diesel,Manual,Excelente,50500,BLANCO,NEGRO,2,SI,NO,NO,San José,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
BMW,220I,10685500,21500,2000,Sedán,4,Gasolina,Automática/Dual,Excelente,166630,GRIS,NEGRO,2,SI,SI,SI,San José,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Ford,RANGER XLT,10800000,21730,3200,Pick Up 4WD,5,Diesel,Automática/Dual,Excelente,159000,BLANCO,CUERO GRIS,5,SI,SI,NO,Heredia,11,FORD,USA,GENERALISTA,0.0259627866724362
Nissan,NAVARA,10900000,21932,2500,Pick Up 4WD,5,Diesel,Manual,Excelente,87000,GRIS,GRIS,4,SI,SI,NO,San José,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Nissan,FRONTIER,10700000,21529,2500,Pick Up 4WD,3,Diesel,Manual,Excelente,,BLANCO,GRIS,2,SI,NO,NO,San José,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Hyundai,GRAND STAREX,10700000,21529,2500,Microbús/Minivan,10,Diesel,Automática/Dual,Excelente,97000,AZUL,GRIS,4,SI,SI,SI,Alajuela,11,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Honda,CRV,10750000,21630,2400,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,157700,AZUL,NEGRO,5,SI,SI,NO,San José,11,HONDA,JAPON,GENERALISTA,0.0463003028991778
Mercedes,Benz ML350,10800000,21730,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,128000,GRIS OSCURO,NEGRO,5,SI,SI,NO,Heredia,11,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Mitsubishi,MONTERO SPORT,10900000,21932,2500,SUV 2WD,7,Diesel,Automática/Dual,Excelente,145000,GRIS,NEGRO,5,SI,SI,SI,Heredia,11,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
Jeep,GRAND CHEROKEE LIMITED,10934000,22000,5700,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,99000,GRIS,NEGRO,4,SI,NO,NO,Heredia,11,JEEP,USA,DESCONOCIDO,0.0174816096927737
Mercedes,Benz ML300,10934000,22000,3500,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,105000,NEGRO,BEIGE,4,SI,NO,NO,Heredia,11,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
BMW,520 SERIE 5,10935000,22002,2000,Sedán,5,Gasolina,Automática/Dual,Excelente,62900,NEGRO,BEIGE,4,SI,NO,NO,San José,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Dodge/RAM,CHALLENGER SXT,10950000,22032,3600,Hatchback,4,Gasolina,Manual,Excelente,185074,NARANJA,NEGRO,2,SI,SI,NO,San José,11,DODGE,USA,DESCONOCIDO,0.0077022933794894
Mitsubishi,MONTERO SPORT,10995000,22123,2500,SUV 2WD,7,Diesel,Manual,Excelente,127000,BLANCO,NEGRO,5,SI,SI,SI,San José,11,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
BMW,X5,11000000,22133,3000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,150000,NEGRO,CAFE,5,SI,SI,NO,Heredia,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Toyota,TACOMA,11000000,22133,4000,Pick Up 4WD,5,Gasolina,Automática/Dual,Muy Bueno,160000,VERDE,NEGRO,4,SI,NO,NO,Heredia,11,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mitsubishi,L200,11000000,22133,2800,Pick Up 4WD,5,Diesel,Automática/Dual,Excelente,279000,AZUL,GRIS,4,SI,SI,SI,San José,11,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
BMW,X3,11000000,22133,2000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Muy Bueno,138000,BLANCO,NEGRO/BLANCO,5,SI,SI,NO,Guanacaste,11,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Volkswagen,AMAROK,11650000,23441,2000,Pick Up 4WD,5,Diesel,Automática/Dual,Excelente,184000,NEGRO,GRIS,5,SI,SI,NO,Alajuela,11,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
Land,Rover RANGE ROVER EVOQUE,11679500,23500,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,72000,ROJO,NEGRO,4,SI,SI,SI,San José,11,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Nissan,PATHTFINDER,11679500,23500,6,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,117800,NEGRO,NEGRO,5,SI,SI,NO,San José,11,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Volkswagen,AMAROK HIGHLINE BITURBO,11750000,23642,2000,Pick Up 4WD,5,Diesel,Automática/Dual,Excelente,147500,NEGRO,CUERO,4,SI,NO,SI,Heredia,11,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
Volkswagen,AMAROK,11000000,22133,2000,Pick Up 4WD,5,Diesel,Manual,Excelente,225000,NEGRO,NEGRO,4,SI,SI,NO,Alajuela,11,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
