marca,modelo,precio_crc,precio_usd,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,impuestos_pagados,precio_negociable,recibe_vehiculo,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado
Nissan,SUNNY,850000,1710,1500,Sedán,5,Gasolina,Manual,Bueno,,GRIS,GRIS,4,SI,SI,NO,Alajuela,36,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Volkswagen,GOLF,900000,1811,1800,Hatchback,5,Gasolina,Manual,Excelente,350,BLANCO,GRIS,5,SI,SI,NO,San José,36,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
Nissan,SENTRA B12,975000,1962,1600,Sedán,5,Gasolina,Manual,Muy Bueno,29000,AZUL,NEGRO,4,SI,NO,NO,Alajuela,39,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Hyundai,PONY,1000000,2012,1300,Pick Up 2WD,2,Gasolina,Manual,Bueno,111111,AZUL,NEGRO,2,SI,SI,SI,San José,47,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Mercedes,Benz 260E,1000000,2012,2600,Sedán,5,Gasolina,Manual,Bueno,116294,ARENA,MARRÓN,4,SI,SI,NO,San José,38,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Hyundai,STELLAR,1000000,2012,1600,Sedán,5,Gasolina,Automática/Dual,Excelente,177500,GRIS,GRIS CLARO,5,SI,SI,NO,Heredia,39,HYUNDAI,COREA,GENERALISTA,0.147555170921679
Chevrolet,NOVA,1100000,2213,1600,Sedán,5,Gasolina,Manual,Bueno,251500,NEGRO,GRIS,5,SI,NO,NO,San José,38,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Toyota,COROLLA,1100000,2213,1500,Sedán,5,Gasolina,Manual,Muy Bueno,542518,VERDE,NEGRO,4,SI,SI,NO,San José,36,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mazda,MPV,1150000,2314,3000,Microbús/Minivan,7,Gasolina,Automática/Dual,Regular,275096,GRIS,AZUL,4,SI,SI,NO,Heredia,37,MAZDA,JAPON,GENERALISTA,0.0108178277801817
Nissan,VANETTE,1200000,2414,1200,Microbús/Minivan,9,Gasolina,Manual,Bueno,76982,VERDE,VERDE,5,SI,SI,NO,San José,42,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Nissan,SENTRA B12,1300000,2616,1500,Sedán,5,Gasolina,Manual,Excelente,80000,BLANCO,GRIS,2,SI,SI,NO,San José,39,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Subaru,LEONI,1350000,2716,1600,Sedán,5,Gasolina,Manual,Excelente,320163,GRIS,GRIS,4,SI,SI,NO,Cartago,46,SUBARU,JAPON,DESCONOCIDO,0.00363479013414106
Isuzu,AMIGO,1400000,2817,2300,SUV 2WD,4,Gasolina,Manual,Muy Bueno,175000,AZUL,GRIS,2,SI,SI,NO,Alajuela,36,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919083
Toyota,COROLLA,1400000,2817,1300,Sedán,5,Gasolina,Manual,Bueno,,CHAMPANGE,CHAMPANGE,4,SI,SI,NO,Limón,38,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,COROLLA,1500000,3018,1300,Station Wagon,5,Gasolina,Manual,Bueno,364000,CELESTE,GRIS,4,SI,SI,NO,Heredia,38,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Suzuki,SAMURAI JX,1500000,3018,1324,Sedán,5,Gasolina,Manual,Regular,100000,GRIS,GRIS,3,SI,SI,NO,Alajuela,39,SUZUKI,JAPON,GENERALISTA,0.0688879273041973
Suzuki,SAMURAI,2250000,4527,1324,SUV 2WD,5,Gasolina,Manual,Bueno,98000,NARANJA,GRIS,3,SI,SI,NO,Guanacaste,37,SUZUKI,JAPON,GENERALISTA,0.0688879273041973
Nissan,VANETTE,1500000,3018,1200,Microbús/Minivan,9,Gasolina,Manual,Regular,230924,BLANCO,BLANCO,5,SI,SI,SI,Puntarenas,40,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Isuzu,AMIGO,1550000,3119,2600,SUV 4WD/AWD,5,Gasolina,Manual,Muy Bueno,327372,ROJO,NEGRO,3,SI,NO,NO,Alajuela,37,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919083
Honda,CIVIC LX,1600000,3219,1500,Sedán,5,Gasolina,Manual,Excelente,213000,VINO,NEGRO,4,SI,SI,NO,San José,38,HONDA,JAPON,GENERALISTA,0.0463003028991778
Nissan,SENTRA RZ1,1700000,3421,1600,Hatchback,4,Gasolina,Manual,Muy Bueno,404749,ROJO,NEGRO,3,SI,NO,NO,San José,39,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Datsun,120Y,1800000,3622,1200,Sedán,5,Gasolina,Manual,Bueno,70000,AZUL,NEGRO,4,SI,SI,SI,San José,51,DATSUN,DESCONOCIDO,DESCONOCIDO,0.00043271311120727
Oldsmobile,CUTLASS CIERA,1875000,3773,2800,Sedán,5,Gasolina,Automática/Dual,Bueno,284570,BLANCO,GRIS/VINO,4,SI,SI,NO,San José,37,OLDSMOBILE,DESCONOCIDO,DESCONOCIDO,8.65426222414539E-05
Mercedes,Benz 190D,2000000,4024,2500,Sedán,5,Diesel,Automática/Dual,Muy Bueno,45062,GRIS,NEGRO,4,SI,SI,NO,Alajuela,38,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Daihatsu,ROCKY,2000000,4024,1600,SUV 4WD/AWD,5,Gasolina,Manual,Muy Bueno,27000,GRIS,AZUL,3,SI,SI,NO,San José,36,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.00726958026828213
Suzuki,SAMURAI,2200000,4427,1300,SUV 4WD/AWD,4,Gasolina,Manual,Muy Bueno,400000,GRIS,GRIS,2,SI,SI,NO,Alajuela,39,SUZUKI,JAPON,GENERALISTA,0.0688879273041973
Chevrolet,CAPRICE CLASIC,2300000,4628,5000,Pánel,5,Gasolina,Automática/Dual,Excelente,167728,GRIS,VINO,5,SI,SI,NO,San José,41,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Daihatsu,ROCKY,2400000,4829,1600,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,305775,GRIS OSCURO,NEGRO,3,SI,SI,NO,Heredia,36,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.00726958026828213
Datsun,620,2400000,4829,2200,Pick Up 2WD,3,Diesel,Manual,Muy Bueno,100,BEIGE,NEGRO,2,SI,SI,SI,Heredia,46,DATSUN,DESCONOCIDO,DESCONOCIDO,0.00043271311120727
Toyota,HILUX,2450000,4930,2400,Pick Up 2WD,3,Diesel,Manual,Excelente,,ROJO,GRIS,2,SI,SI,SI,Alajuela,45,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Suzuki,SAMURAI,2500000,5030,1300,SUV 4WD/AWD,5,Gasolina,Manual,Muy Bueno,135000,VERDE,GRIS,2,SI,SI,NO,Guanacaste,39,SUZUKI,JAPON,GENERALISTA,0.0688879273041973
Mazda,B2200,2575000,5181,2200,Pick Up 2WD,3,Diesel,Manual,Muy Bueno,,BLANCO,GRIS,2,SI,SI,NO,San José,39,MAZDA,JAPON,GENERALISTA,0.0108178277801817
Geo,TRACKER,2590000,5211,1600,SUV 4WD/AWD,5,Gasolina,Manual,Bueno,92000,NEGRO,GRIS,3,SI,SI,NO,Heredia,36,GEO,DESCONOCIDO,DESCONOCIDO,8.65426222414539E-05
Mitsubishi,MONTERO,2600000,5231,2500,SUV 4WD/AWD,5,Gasolina,Manual,Muy Bueno,256789,AZUL,AZUL,2,SI,SI,NO,Heredia,38,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407
Toyota,1000,2700000,5433,1000,Pick Up 2WD,2,Gasolina,Manual,Muy Bueno,999,ROJO,ROJO,3,SI,NO,NO,Heredia,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Suzuki,SAMURAI,2700000,5433,1500,SUV 4WD/AWD,4,Gasolina,Manual,Bueno,49,VERDE,GRIS,3,SI,NO,NO,San José,38,SUZUKI,JAPON,GENERALISTA,0.0688879273041973
Toyota,STARLET,2900000,5835,1500,Sedán,5,Gasolina,Manual,Muy Bueno,81117,CREMA,BEIGE,5,SI,SI,NO,Heredia,45,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,HILUX,2950000,5936,2400,Pick Up 4WD,5,Gasolina,Manual,Bueno,277400,GRIS,GRIS,4,SI,SI,NO,San José,40,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Land,Rover LAND ROVER,3000000,6036,2500,SUV 4WD/AWD,7,Diesel,Manual,Excelente,300000,CAFÉ,CAFÉ,3,SI,SI,NO,San José,55,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Datsun,720,3000000,6036,2200,Pick Up 2WD,5,Diesel,Manual,Muy Bueno,45500,BLANCO,GRIS,4,SI,SI,NO,San José,47,DATSUN,DESCONOCIDO,DESCONOCIDO,0.00043271311120727
Toyota,HILUX,3400000,6841,2400,Pick Up 2WD,2,Diesel,Manual,Muy Bueno,,VINO,NEGRO Y GRIS,2,SI,SI,NO,Alajuela,37,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,HILUX,3400000,6841,2400,Pick Up 2WD,3,Diesel,Manual,Bueno,660000,BLANCO,GRIS,2,SI,SI,SI,Alajuela,36,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Nissan,D21,3500000,7042,2664,Pick Up 4WD,5,Diesel,Manual,Regular,,ROJO,NEGRO,4,SI,SI,NO,Heredia,39,NISSAN,JAPON,GENERALISTA,0.0888792730419732
Toyota,STARLET,3500000,7042,1500,Hatchback,5,Gasolina,Manual,Excelente,96560,AZUL,NEGRO,2,SI,SI,SI,San José,45,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Jeep,WILLYS,3500000,7042,2500,Pick Up 4WD,2,Gasolina,Manual,Muy Bueno,100000,VERDE,VERDE,3,SI,SI,NO,San José,66,JEEP,USA,DESCONOCIDO,0.0174816096927737
Suzuki,SAMURAI JX,3950000,7948,1300,SUV 4WD/AWD,4,Gasolina,Manual,Excelente,23600,GRIS,GRIS CON NEGRO,3,SI,SI,NO,Alajuela,39,SUZUKI,JAPON,GENERALISTA,0.0688879273041973
Toyota,MR2,3500000,7042,1600,Sedán,2,Gasolina,Manual,Excelente,160000,ROJO,NEGRO,2,SI,SI,SI,Alajuela,39,TOYOTA,JAPON,GENERALISTA,0.16486369536997
BMW,316I E39,3750000,7545,1800,Sedán,5,Gasolina,Automática/Dual,Muy Bueno,1000,NEGRO,NEGRO,4,SI,SI,NO,Alajuela,36,BMW,ALEMANIA,PREMIUM,0.0410212029424492
BMW,520I,3900000,7847,1990,Sedán,5,Gasolina,Manual,Excelente,252000,AZUL,GRIS,5,SI,SI,NO,Heredia,38,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Toyota,4RUNNER,3900000,7847,2800,SUV 4WD/AWD,5,Diesel,Manual,Excelente,,GRIS,GRIS,4,SI,SI,NO,San José,36,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Jeep,WRANGLER,3950000,7948,2400,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,150000,NEGRO,BEIGE,2,SI,NO,NO,San José,37,JEEP,USA,DESCONOCIDO,0.0174816096927737
Toyota,LAND CRUISER,4000000,8048,3000,SUV 4WD/AWD,6,Diesel,Manual,Excelente,200000,NARANJA,NEGRO,4,SI,SI,NO,Alajuela,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Suzuki,SAMURAI,4000000,8048,1300,SUV 4WD/AWD,4,Gasolina,Manual,Muy Bueno,17700,AMARILLO,GRIS Y NEGRO,3,SI,SI,SI,Heredia,39,SUZUKI,JAPON,GENERALISTA,0.0688879273041973
Rover,LAND ROVER,4150000,8350,2250,SUV 4WD/AWD,7,Diesel,Manual,Muy Bueno,23108,VERDE,NEGRO - VERDE,3,SI,SI,NO,Guanacaste,49,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Land,Rover SERIE II,4200000,8451,2400,SUV 4WD/AWD,7,Diesel,Manual,Muy Bueno,79000,BLANCO,NEGRO,3,SI,SI,SI,Alajuela,47,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Land,Rover SERIE II,4200000,8451,2400,SUV 4WD/AWD,7,Diesel,Manual,Muy Bueno,97000,CREMA,CREMA,3,SI,SI,SI,Alajuela,55,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Mercedes,Benz 190 TD,4200000,8451,2500,Sedán,5,Diesel,Automática/Dual,Excelente,227000,BRONCE,NEGRO,4,SI,SI,SI,San José,39,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Land,Rover SERIE 2 A,4473000,9000,2250,SUV 4WD/AWD,7,Gasolina,Manual,Excelente,86000,AMARILLO,NEGRO,5,SI,SI,SI,San José,63,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Toyota,HILUX,4500000,9054,2400,Pick Up 4WD,4,Gasolina,Manual,Excelente,198000,CELESTE,CELESTE,2,SI,SI,NO,San José,38,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Volkswagen,VOLKSWAGEN,4500000,9054,1600,Sedán,5,Gasolina,Manual,Excelente,,CELESTE,BEIGE,2,SI,SI,NO,Heredia,51,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
BMW,325I,4500000,9054,2500,Sedán,4,Gasolina,Manual,Excelente,32187,GRIS,BEIGUE,4,SI,SI,SI,Heredia,40,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Land,Rover SERIE 2,4500000,9054,2250,SUV 4WD/AWD,9,Diesel,Manual,Regular,30000,VERDE,NEGRO,5,SI,SI,NO,San José,55,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Land,Rover SERIE 3,4600000,9256,2400,SUV 4WD/AWD,7,Diesel,Manual,Excelente,114000,LATA,NEGRO,3,SI,SI,SI,Alajuela,48,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Toyota,4RUNNER,4700000,9457,2400,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,218000,ROJO,GRIS,2,SI,SI,NO,San José,39,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Land,Rover RANGE ROVER,4800000,9658,3100,SUV 4WD/AWD,5,Diesel,Manual,Bueno,,CREMA,GRIS,5,SI,SI,NO,Cartago,38,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Toyota,LAND CRUISER,4800000,9658,3500,SUV 4WD/AWD,7,Diesel,Manual,Excelente,400000,VINO,VINO,3,SI,SI,NO,San José,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER,5000000,10060,3000,SUV 4WD/AWD,7,Diesel,Manual,Bueno,,GRIS,GRIS,3,SI,SI,NO,Guanacaste,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,HILUX,5000000,10060,3000,Pick Up 4WD,2,Gasolina,Manual,Bueno,264000,CELESTE,AZUL,2,SI,SI,NO,Cartago,36,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER,5000000,10060,3500,SUV 4WD/AWD,7,Diesel,Manual,Muy Bueno,,BLANCO,GRIS,2,SI,SI,SI,San José,58,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,MR2,5000000,10060,1800,Sedán,2,Gasolina,Manual,Excelente,,BLANCO,NEGRO,2,SI,NO,NO,Alajuela,40,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER BJ40,5000000,10060,3000,SUV 4WD/AWD,7,Diesel,Manual,Bueno,65000,CAFE,CAFE,4,SI,SI,SI,San José,50,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,HILUX,5200000,10463,2400,Pick Up 4WD,2,Gasolina,Manual,Bueno,207000,BLANCO,CAFÉ,2,SI,SI,NO,San José,39,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER,5250000,10563,3500,SUV 4WD/AWD,7,Diesel,Manual,Bueno,,VINO,BEIGE,3,SI,SI,NO,Alajuela,39,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Buick,LESABRE LE,5250000,10563,5000,Station Wagon,8,Gasolina,Automática/Dual,Muy Bueno,100000,VINO- MADERA,VINO,5,SI,NO,NO,San José,36,BUICK,DESCONOCIDO,DESCONOCIDO,8.65426222414539E-05
Toyota,LAND CRUISER,5300000,10664,3000,SUV 4WD/AWD,5,Diesel,Manual,Excelente,1,AMARILLO,NEGRO,2,SI,SI,NO,San José,51,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Land,Rover SANTANA,5900000,11871,2000,SUV 4WD/AWD,7,Diesel,Manual,Excelente,400000,VERDE OSCURO,VERDE,3,SI,SI,NO,Cartago,46,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Toyota,LANDCRUISER,6000000,12072,3900,SUV 4WD/AWD,5,Diesel,Manual,Regular,70000,CAFE,CAFE,5,SI,SI,SI,Alajuela,40,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Volkswagen,ESCARABJO,5500000,11066,1500,Sedán,5,Gasolina,Manual,Excelente,9999,AZUL OSCURO,NEGRO,2,SI,SI,NO,Alajuela,56,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
Volkswagen,ESCARABAJO,5500000,11066,1500,Sedán,5,Gasolina,Manual,Excelente,9999,AZUL OSCURO,NEGRO,2,SI,SI,NO,Alajuela,56,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
Land,Rover SERIE III,5500000,11066,2400,SUV 4WD/AWD,7,Gasolina,Manual,Bueno,,VERDE,NEGRO,3,SI,SI,NO,Alajuela,54,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Chevrolet,VEGA AT,5500000,11066,2294,Sedán,4,Gasolina,Manual,Muy Bueno,60000,NARANJA,CAFE,2,SI,NO,NO,Alajuela,53,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Toyota,LAND CRUISER,5500000,11066,3500,SUV 4WD/AWD,6,Gasolina,Manual,Excelente,60000,AZUL,BEIGE,4,SI,NO,NO,Cartago,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER,5500000,11066,3400,SUV 4WD/AWD,7,Diesel,Manual,Bueno,387000,GRIS,GRIS,3,NO,SI,SI,Puntarenas,39,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,HILUX,5500000,11066,2400,Pick Up 4WD,2,Gasolina,Manual,Excelente,,AZUL,GRIS,2,SI,SI,NO,Cartago,41,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER,5700000,11469,3000,SUV 4WD/AWD,7,Diesel,Manual,Muy Bueno,99999,BLANCO,NEGRO,3,SI,SI,NO,San José,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,HILUX,5700000,11469,2800,Pick Up 4WD,5,Diesel,Manual,Bueno,200000,GRIS,GRIS,2,SI,SI,NO,Alajuela,37,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mack,MACK,5700000,11469,5700,Camión 5.0-7.5 ton.,3,Diesel,Manual,Bueno,,BLANCO,BLANCO,2,SI,SI,NO,San José,37,MACK,DESCONOCIDO,DESCONOCIDO,8.65426222414539E-05
Land,Rover LAND ROVER,5850000,11771,2500,SUV 4WD/AWD,7,Diesel,Manual,Muy Bueno,,NARANJA,NEGRO,3,SI,SI,NO,Heredia,48,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Jeep,WILLYS,6000000,12072,2500,SUV 4WD/AWD,7,Gasolina,Manual,Muy Bueno,100,VERDE,VERDE,3,SI,SI,SI,Cartago,66,JEEP,USA,DESCONOCIDO,0.0174816096927737
Isuzu,KB,6000000,12072,2800,Pick Up 4WD,3,Diesel,Manual,Excelente,300000,BLANCO,NEGRO,2,SI,SI,NO,San José,36,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919083
Toyota,LAND CRUISER,6250000,12575,2400,SUV 4WD/AWD,7,Diesel,Manual,Muy Bueno,472000,AZUL,GRIS,3,SI,SI,SI,Heredia,39,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Volkswagen,WESTFALIA,7350000,14789,1600,Microbús/Minivan,6,Gasolina,Manual,Excelente,,BLANCO,VINO,3,SI,SI,NO,San José,52,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271
Toyota,LAND CRUISER,7600000,15292,3000,SUV 4WD/AWD,7,Diesel,Manual,Bueno,100,ROJO,ROJO,4,SI,SI,NO,Heredia,47,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Datsun,1200 COUPE,6500000,13078,1400,Sedán,5,Gasolina,Manual,Excelente,123000,ANARANJADO,NEGRO,3,SI,SI,NO,Heredia,53,DATSUN,DESCONOCIDO,DESCONOCIDO,0.00043271311120727
Toyota,LAND CRUISER,6500000,13078,3000,SUV 4WD/AWD,5,Diesel,Manual,Muy Bueno,,NARANJA,NARANJA,2,SI,SI,NO,Cartago,51,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Datsun,1200,6500000,13078,1200,Pick Up 2WD,2,Gasolina,Manual,Excelente,97040,MOSTAZA,CAFÉ,2,SI,SI,NO,Alajuela,46,DATSUN,DESCONOCIDO,DESCONOCIDO,0.00043271311120727
Ford,F250 XL,7000000,14085,6900,Pick Up 4WD,3,Diesel,Manual,Muy Bueno,,GRIS,GRIS,2,SI,NO,NO,San José,40,FORD,USA,GENERALISTA,0.0259627866724362
Toyota,LAND CRUISER FJ45,7250000,14588,4000,Pick Up 4WD,3,Gasolina,Manual,Muy Bueno,100,AZUL,NEGRO,2,SI,SI,NO,Cartago,56,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Rolls,Royce SILVER SPUR,7500000,15091,5700,Sedán,5,Gasolina,Automática/Dual,Excelente,90123,BURGUNDY,BLANCO,4,SI,NO,NO,San José,41,ROLLS-ROYCE,DESCONOCIDO,PREMIUM,8.65426222414539E-05
Toyota,LAND CRUISER,7800000,15694,3600,Pick Up 4WD,3,Diesel,Manual,Muy Bueno,188000,AZUL,AZUL,2,SI,NO,NO,Cartago,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER,7995000,16087,4000,SUV 4WD/AWD,7,Gasolina,Manual,Excelente,17500,VERDE AGUA,CAFE,5,SI,SI,NO,Cartago,48,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,HJ45,8000000,16097,3600,Pick Up 4WD,2,Diesel,Manual,Bueno,100,BLANCO,BLANCO/GRIS,2,SI,SI,NO,Cartago,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER,8400000,16901,3000,SUV 4WD/AWD,7,Diesel,Manual,Excelente,60352,BEIGE,BEIGE,4,SI,SI,NO,Cartago,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Land,Rover DEFENDER,9000000,18109,3000,SUV 4WD/AWD,7,Gasolina,Manual,Excelente,1,AZUL,CAFÉ,3,SI,SI,NO,Alajuela,50,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Toyota,LAND CRUISER,9000000,18109,3600,Pick Up 4WD,3,Diesel,Manual,Muy Bueno,,ROJO,ROJO,2,SI,SI,NO,Heredia,49,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER BJ70,9000000,18109,3700,SUV 4WD/AWD,7,Diesel,Manual,Muy Bueno,480000,AMARILLO,GRIS,4,SI,SI,NO,Heredia,41,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER HJ60,11690000,23521,4000,SUV 4WD/AWD,8,Diesel,Manual,Muy Bueno,250000,BLANCO PERLADO,BEIGE,5,SI,SI,NO,Alajuela,41,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Jeep,WAGONEER,19900000,40040,5700,SUV 4WD/AWD,5,Gasolina,Manual,Excelente,,VERDE,CAMEL,4,SI,SI,NO,San José,50,JEEP,USA,DESCONOCIDO,0.0174816096927737
Chevrolet,CAMARO SS,30250000,60865,6200,Sedán,4,Gasolina,Automática/Dual,Excelente,30000,VERDE MUSGO,NEGRO,3,SI,SI,SI,San José,59,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Isuzu,FTR FOWARD,9500000,19115,6000,Camión 10.0 ton. o más,2,Diesel,Manual,Muy Bueno,,BLANCO,BLANCO,2,SI,NO,NO,San José,37,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919083
Toyota,LAND CRUISER,10500000,21127,4000,Station Wagon,5,Gasolina,Manual,Excelente,98000,ROJO,ROJO,3,SI,NO,NO,San José,55,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mercedes,Benz 450 SLC,11431000,23000,4500,Sedán,5,Gasolina,Automática/Dual,Excelente,217261,CAFÉ,BEIGE,2,SI,SI,NO,San José,46,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Toyota,LAND CRUISER,11500000,23139,3000,SUV 4WD/AWD,6,Diesel,Manual,Muy Bueno,178000,NARANJA,NARANJA,2,SI,SI,NO,San José,48,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Land,Rover DEFENDER,12000000,24145,4600,SUV 4WD/AWD,6,Gasolina,Automática/Dual,Excelente,254736,AZUL,BLANCO,3,SI,SI,NO,Heredia,47,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Toyota,LAND CRUISER,13000000,26157,3900,SUV 4WD/AWD,7,Gasolina,Manual,Excelente,23400,VERDE,GRIS,3,SI,SI,NO,Heredia,53,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Land,Rover DEFENDER,14500000,29175,2500,SUV 4WD/AWD,9,Diesel,Automática/Dual,Bueno,35000,AZUL OSCURO,NEGRO,5,SI,SI,NO,Alajuela,38,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Chevrolet,CORVETTE,15500000,31187,5700,Sedán,2,Gasolina,Automática/Dual,Muy Bueno,50000,AZUL,ROJO,2,SI,SI,NO,Cartago,45,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Toyota,LAND CRUISER BJ73,20000000,40241,3500,SUV 4WD/AWD,5,Diesel,Manual,Excelente,400600,VERDE,GRIS,3,SI,SI,SI,Puntarenas,38,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Ford,THUNDERBIRD,25000000,50302,5000,Sedán,2,Gasolina,Manual,Excelente,57000,AMARILLO,NEGRO/BLANCO,2,SI,SI,NO,San José,66,FORD,USA,GENERALISTA,0.0259627866724362
Porsche,911 SWB,44500000,89537,2300,Hatchback,4,Gasolina,Manual,Excelente,8400,AMARILLO,NEGRO,2,SI,NO,NO,San José,58,PORSCHE,ALEMANIA,PREMIUM,0.0043271311120727
Mercedes,Benz 230SL,44730000,90000,2300,Sedán,,Gasolina,Manual,Muy Bueno,,GRIS,CUERO NEGRO,2,SI,NO,NO,San José,60,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Chevrolet,CAVALIER,1700000,3421,2200,Sedán,5,Gasolina,Automática/Dual,Excelente,166850,VERDE,GRIS,4,SI,NO,SI,Heredia,26,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Kia,SPORTAGE,390000,785,2000,SUV 4WD/AWD,5,Gasolina,Manual,Regular,278000,AZUL,GRIS,5,SI,NO,NO,San José,27,KIA,COREA,GENERALISTA,0.0618779749026396
